servico,price,Estado,Cidade
pet_sitting,30.0,RS,Santo Cristo
pet_sitting,27.0,SP,Santo_Andre
pet_sitting,30.0,SC,Tubarão
pet_sitting,40.0,SP,Lorena
pet_sitting,25.0,DF,Brasília
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,70.0,BA,Salvador
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,30.0,SP,Cotia
pet_sitting,30.0,SP,Guarujá
pet_sitting,50.0,RJ,Rio De Janeiro
pet_sitting,50.0,RJ,Rio De Janeiro
pet_sitting,30.0,TO,Palmas
pet_sitting,67.0,MG,Belo Horizonte
pet_sitting,40.0,PE,Recife
pet_sitting,30.0,PE,Recife
pet_sitting,30.0,SP,Taubaté
pet_sitting,25.0,RS,Porto Alegre
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,30.0,SC,Joinville
pet_sitting,30.0,PR,Colombo
pet_sitting,27.0,RJ,Rio De Janeiro
pet_sitting,30.0,RS,Porto Alegre
pet_sitting,39.0,SP,Santa Bárbara D'oeste
pet_sitting,30.0,SP,Guarujá
pet_sitting,30.0,BA,Feira De Santana
pet_sitting,25.0,BA,Salvador
pet_sitting,45.0,PR,Foz Do Iguaçu
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,35.0,PE,Recife
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,60.0,SP,Sao Paulo
pet_sitting,30.0,SC,São Miguel Do Oeste
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,30.0,SP,Santos
pet_sitting,50.0,DF,Brasília
pet_sitting,30.0,SP,Carapicuíba
pet_sitting,50.0,RS,Pelotas
pet_sitting,50.0,SC,Florianopolis
pet_sitting,50.0,MG,Belo Horizonte
pet_sitting,30.0,MG,Belo Horizonte
pet_sitting,50.0,PE,Recife
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,60.0,SP,Diadema
pet_sitting,70.0,SP,Sao Paulo
pet_sitting,230.0,SP,Vargem Grande Paulista
pet_sitting,67.0,SP,Sao Paulo
pet_sitting,25.0,SP,Sao Paulo
pet_sitting,30.0,RJ,Maricá
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,35.0,ES,Vila Velha
pet_sitting,30.0,SE,Aracaju
pet_sitting,150.0,SP,Sao Paulo
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,30.0,SP,Caieiras
pet_sitting,30.0,SP,Bebedouro
pet_sitting,35.0,MG,Belo Horizonte
pet_sitting,30.0,PR,Curitiba
pet_sitting,35.0,PR,Curitiba
pet_sitting,30.0,RS,Porto Alegre
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,30.0,MG,Uberaba
pet_sitting,30.0,MG,Belo Horizonte
pet_sitting,80.0,SP,Sao Paulo
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,30.0,SP,Bebedouro
pet_sitting,50.0,RJ,Rio De Janeiro
pet_sitting,70.0,SP,Franca
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,35.0,SC,Florianopolis
pet_sitting,32.0,PB,João Pessoa
pet_sitting,30.0,GO,Goiania
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,80.0,SC,Chapecó
pet_sitting,40.0,SP,São Caetano Do Sul
pet_sitting,50.0,SP,São Bernardo Do Campo
pet_sitting,30.0,PR,Ponta Grossa
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,50.0,SP,São Caetano Do Sul
pet_sitting,35.0,SP,Sao Paulo
pet_sitting,30.0,MG,Belo Horizonte
pet_sitting,40.0,SP,São Bernardo Do Campo
pet_sitting,40.0,RJ,Rio De Janeiro
pet_sitting,150.0,PE,Cabo De Santo Agostinho
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,38.0,MG,Belo Horizonte
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,30.0,SP,São Bernardo Do Campo
pet_sitting,30.0,SP,Presidente Prudente
pet_sitting,32.0,SP,Sao Paulo
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,65.0,SP,Sao Paulo
pet_sitting,100.0,RJ,Rio De Janeiro
pet_sitting,30.0,DF,Brasília
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,30.0,SP,Barueri
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,30.0,PR,Curitiba
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,30.0,DF,Brasília
pet_sitting,25.0,SP,Bauru
pet_sitting,25.0,SP,Sorocaba
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,50.0,RJ,Rio De Janeiro
pet_sitting,30.0,PR,Londrina
pet_sitting,30.0,PR,Curitiba
pet_sitting,40.0,PR,Curitiba
pet_sitting,25.0,BA,Lauro De Freitas
pet_sitting,30.0,PR,Colombo
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,65.0,RS,Porto Alegre
pet_sitting,40.0,RJ,Rio De Janeiro
pet_sitting,35.0,RJ,Rio De Janeiro
pet_sitting,20.0,SP,Sao Paulo
pet_sitting,38.0,SP,Sao Paulo
pet_sitting,30.0,SC,Jaraguá Do Sul
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,35.0,SP,Praia Grande
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,35.0,PE,Recife
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,40.0,PA,Belém
pet_sitting,30.0,RS,Porto Alegre
pet_sitting,80.0,SP,Sao Paulo
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,40.0,MT,Sinop
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,75.0,SP,Santo_Andre
pet_sitting,35.0,DF,Brasília
day_care,67.0,SP,Sao Paulo
boarding,70.0,SP,Sao Paulo
boarding,55.0,SP,Sao Paulo
day_care,80.0,BA,Salvador
day_care,40.0,RJ,Rio De Janeiro
day_care,45.0,SP,Jundiaí
boarding,55.0,PR,Curitiba
boarding,50.0,MG,Belo Horizonte
day_care,65.0,SP,Santo_Andre
boarding,60.0,PE,Paulista
boarding,55.0,SC,Florianopolis
day_care,80.0,SP,Sao Paulo
boarding,40.0,GO,Anápolis
boarding,75.0,RJ,Rio De Janeiro
boarding,90.0,RJ,Rio De Janeiro
day_care,45.0,SC,Florianopolis
boarding,120.0,SP,Sao Paulo
boarding,50.0,RJ,Rio De Janeiro
boarding,78.0,RJ,Rio De Janeiro
boarding,70.0,RJ,Rio De Janeiro
boarding,60.0,PB,Campina Grande
boarding,40.0,SP,Itaquaquecetuba
day_care,70.0,SP,Piracicaba
boarding,55.0,SP,Louveira
day_care,75.0,SP,Sao Paulo
day_care,45.0,MG,Ribeirão Das Neves
boarding,110.0,BA,Salvador
day_care,40.0,RS,Porto Alegre
boarding,100.0,SP,Sao Paulo
day_care,40.0,SC,Florianopolis
boarding,70.0,SP,Sao Paulo
boarding,80.0,SP,Embu Das Artes
day_care,50.0,SC,Florianopolis
boarding,70.0,MG,Juiz De Fora
boarding,87.0,RJ,Rio De Janeiro
boarding,60.0,PR,Araucária
day_care,80.0,SP,Várzea Paulista
boarding,80.0,SP,Sao Paulo
boarding,90.0,SP,Sao Paulo
boarding,60.0,MG,Uberaba
boarding,80.0,DF,Brasília
boarding,100.0,SP,Sao Paulo
boarding,70.0,MG,Belo Horizonte
day_care,50.0,PR,Curitiba
day_care,50.0,RJ,Rio De Janeiro
boarding,90.0,SP,Sao Paulo
boarding,150.0,SP,Santo_Andre
day_care,70.0,SP,São Bernardo Do Campo
day_care,40.0,MG,Ipatinga
boarding,55.0,SC,Blumenau
boarding,120.0,RJ,Rio De Janeiro
boarding,60.0,RJ,Rio De Janeiro
boarding,40.0,PR,Ponta Grossa
day_care,75.0,SP,São Bernardo Do Campo
boarding,70.0,RJ,Rio De Janeiro
boarding,60.0,RS,Porto Alegre
boarding,85.0,SP,Sao Paulo
boarding,80.0,RJ,Rio De Janeiro
boarding,30.0,AM,Manaus
boarding,50.0,RJ,Rio De Janeiro
boarding,60.0,SP,São Bernardo Do Campo
boarding,50.0,MG,Belo Horizonte
day_care,60.0,BA,Salvador
boarding,60.0,PB,João Pessoa
boarding,80.0,SP,Santos
boarding,110.0,SP,Sao Paulo
day_care,65.0,SP,Sao Paulo
boarding,60.0,SP,Santo_Andre
boarding,135.0,SP,São Bernardo Do Campo
day_care,50.0,PE,Jaboatão Dos Guararapes
day_care,70.0,SP,Sao Paulo
boarding,50.0,SP,Francisco Morato
day_care,50.0,SC,Chapecó
boarding,65.0,MG,Contagem
boarding,45.0,MG,Belo Horizonte
day_care,60.0,RJ,Rio De Janeiro
boarding,60.0,PE,Olinda
day_care,58.0,PB,João Pessoa
day_care,40.0,SP,Sao Paulo
boarding,54.0,RJ,Campos Dos Goytacazes
day_care,60.0,MG,Belo Horizonte
day_care,80.0,RJ,Rio De Janeiro
boarding,70.0,BA,Salvador
boarding,45.0,MG,Juiz De Fora
boarding,150.0,ES,Vitória
boarding,50.0,MG,Contagem
boarding,50.0,MG,Ribeirão Das Neves
day_care,80.0,SP,Sao Paulo
day_care,70.0,SP,Sao Paulo
day_care,35.0,RJ,Rio De Janeiro
day_care,75.0,SP,São Caetano Do Sul
boarding,110.0,SP,Santos
boarding,65.0,PR,Curitiba
boarding,130.0,RJ,Maricá
day_care,40.0,RS,Porto Alegre
boarding,120.0,SP,Sao Paulo
boarding,120.0,PR,Curitiba
boarding,70.0,SP,Sorocaba
pet_sitting,40.0,RS,Cachoeirinha
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,100.0,SP,Sao Paulo
pet_sitting,40.0,RN,Parnamirim
pet_sitting,30.0,SP,Jundiaí
pet_sitting,50.0,RS,Porto Alegre
pet_sitting,35.0,SP,Itaquaquecetuba
pet_sitting,54.0,SP,São José Do Rio Preto
pet_sitting,85.0,PR,Curitiba
pet_sitting,60.0,SP,Ubatuba
pet_sitting,70.0,SP,Sao Paulo
pet_sitting,30.0,GO,Valparaíso De Goiás
pet_sitting,45.0,SP,Sao Paulo
pet_sitting,50.0,RS,Caxias Do Sul
pet_sitting,40.0,SP,São Bernardo Do Campo
pet_sitting,60.0,SP,Santo_Andre
pet_sitting,45.0,SC,Blumenau
pet_sitting,30.0,RS,Porto Alegre
pet_sitting,30.0,SP,Jandira
pet_sitting,30.0,RS,Santa Maria
pet_sitting,36.0,SP,Guaratinguetá
pet_sitting,45.0,SP,Americana
pet_sitting,35.0,SC,Blumenau
pet_sitting,40.0,SP,São Vicente
pet_sitting,70.0,SP,Sao Paulo
pet_sitting,30.0,SP,Campo Limpo Paulista
pet_sitting,50.0,MG,Belo Horizonte
pet_sitting,30.0,RS,Porto Alegre
pet_sitting,40.0,PE,Recife
pet_sitting,70.0,SP,Americana
pet_sitting,55.0,RS,Porto Alegre
pet_sitting,45.0,SP,Francisco Morato
pet_sitting,67.0,RJ,Rio De Janeiro
pet_sitting,80.0,ES,Vila Velha
pet_sitting,60.0,SP,Louveira
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,100.0,SP,Santos
pet_sitting,65.0,DF,Brasília
pet_sitting,55.0,SC,Rio Do Sul
pet_sitting,40.0,RJ,Rio De Janeiro
pet_sitting,40.0,PR,Curitiba
pet_sitting,65.0,CE,Fortaleza
pet_sitting,70.0,SP,Guarulhos
pet_sitting,45.0,RS,Caxias Do Sul
pet_sitting,50.0,RJ,Rio De Janeiro
pet_sitting,40.0,AM,Manaus
pet_sitting,40.0,RS,Porto Alegre
pet_sitting,60.0,PR,Curitiba
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,41.0,MG,Belo Horizonte
pet_sitting,45.0,PR,Maringá
pet_sitting,50.0,DF,Brasília
pet_sitting,30.0,SP,Campinas
pet_sitting,40.0,MG,Juiz De Fora
pet_sitting,30.0,SP,Praia Grande
pet_sitting,80.0,RJ,Rio De Janeiro
pet_sitting,30.0,SP,São Bernardo Do Campo
pet_sitting,30.0,SP,Suzano
pet_sitting,30.0,MG,Vespasiano
pet_sitting,30.0,PR,Curitiba
pet_sitting,40.0,SP,Santos
pet_sitting,28.0,BA,Salvador
pet_sitting,50.0,PB,João Pessoa
pet_sitting,120.0,RJ,Rio De Janeiro
pet_sitting,30.0,SP,São Bernardo Do Campo
pet_sitting,35.0,MG,Belo Horizonte
pet_sitting,40.0,GO,Goiania
pet_sitting,30.0,MG,Pouso Alegre
pet_sitting,30.0,SC,Palhoça
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,35.0,MG,Juiz De Fora
pet_sitting,35.0,RJ,Rio De Janeiro
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,25.0,AL,Maceió
pet_sitting,50.0,PB,Campina Grande
boarding,70.0,SP,São José Do Rio Preto
day_care,80.0,RJ,Angra Dos Reis
day_care,45.0,PR,Curitiba
day_care,70.0,RJ,Rio De Janeiro
day_care,69.0,SP,São Bernardo Do Campo
day_care,55.0,SC,Florianopolis
day_care,40.0,SP,Sao Paulo
day_care,75.0,RJ,Rio De Janeiro
boarding,120.0,SP,Indaiatuba
day_care,70.0,SP,Sao Paulo
day_care,70.0,MG,Belo Horizonte
boarding,55.0,PR,Campina Grande Do Sul
day_care,80.0,RJ,Rio De Janeiro
day_care,35.0,PE,Recife
day_care,70.0,SP,Ubatuba
boarding,60.0,PE,Recife
boarding,150.0,SP,Sao Paulo
day_care,60.0,PE,Recife
boarding,45.0,BA,Salvador
boarding,60.0,DF,Brasília
day_care,90.0,RJ,Rio De Janeiro
day_care,70.0,SP,Sao Paulo
boarding,70.0,SP,Sao Paulo
boarding,80.0,SP,Campinas
boarding,65.0,MG,Belo Horizonte
boarding,90.0,RJ,Rio De Janeiro
boarding,70.0,SP,Sao Paulo
day_care,55.0,PB,Patos
day_care,70.0,MG,Belo Horizonte
boarding,50.0,MG,Belo Horizonte
boarding,50.0,AL,Maceió
boarding,97.0,DF,Brasília
day_care,65.0,MG,Belo Horizonte
day_care,40.0,MG,Juiz De Fora
boarding,75.0,RJ,Rio De Janeiro
boarding,75.0,PR,Pinhais
day_care,45.0,SP,Sao Paulo
boarding,54.0,SC,Florianopolis
boarding,60.0,PR,Curitiba
day_care,30.0,PR,Londrina
boarding,75.0,SP,Sao Paulo
boarding,80.0,SC,Chapecó
day_care,40.0,SC,Florianopolis
day_care,66.0,RJ,Rio De Janeiro
boarding,70.0,RS,Porto Alegre
boarding,45.0,RJ,Rio De Janeiro
day_care,40.0,SP,Sorocaba
day_care,45.0,SP,Mogi Das Cruzes
day_care,100.0,SP,Indaiatuba
boarding,90.0,SP,Sao Paulo
boarding,67.0,SP,Sao Paulo
day_care,70.0,SP,Sao Paulo
day_care,38.0,GO,Goiania
day_care,40.0,PR,Curitiba
boarding,65.0,PR,Araucária
boarding,70.0,SC,Florianopolis
day_care,70.0,MG,Belo Horizonte
day_care,75.0,SP,Guarulhos
boarding,85.0,SP,Sao Paulo
boarding,50.0,SP,Atibaia
boarding,105.0,SC,Florianopolis
day_care,45.0,SP,Campinas
day_care,60.0,MG,Belo Horizonte
day_care,60.0,PE,Recife
boarding,75.0,DF,Brasília
boarding,55.0,DF,Brasília
day_care,80.0,SP,Sao Paulo
boarding,75.0,RJ,Rio De Janeiro
day_care,55.0,SP,Sao Paulo
day_care,67.0,RJ,Itaboraí
day_care,58.0,ES,Vila Velha
day_care,45.0,RS,Novo Hamburgo
day_care,55.0,MG,Belo Horizonte
boarding,100.0,SP,Sao Paulo
day_care,55.0,RS,Caxias Do Sul
boarding,60.0,PR,Curitiba
boarding,90.0,SP,Sao Paulo
day_care,50.0,MG,Betim
day_care,50.0,GO,Anápolis
day_care,45.0,SP,Osasco
day_care,55.0,SP,Sao Paulo
day_care,60.0,SP,Sao Paulo
boarding,70.0,RJ,Rio De Janeiro
day_care,55.0,PE,Camaragibe
boarding,80.0,SP,Sao Paulo
day_care,45.0,SC,Florianopolis
boarding,80.0,RJ,Angra Dos Reis
day_care,90.0,SP,Santos
day_care,40.0,PI,Teresina
day_care,95.0,RJ,Rio De Janeiro
boarding,90.0,SP,Sao Paulo
boarding,90.0,SP,Sao Paulo
boarding,78.0,PR,São José Dos Pinhais
boarding,70.0,SP,Sao Paulo
pet_sitting,60.0,SP,Sao Paulo
pet_sitting,60.0,SP,Sao Paulo
pet_sitting,60.0,SP,Sao Paulo
pet_sitting,33.0,RJ,Rio De Janeiro
pet_sitting,100.0,SP,Vinhedo
pet_sitting,30.0,SP,São Bernardo Do Campo
pet_sitting,60.0,BA,Salvador
pet_sitting,35.0,SP,Iguape
pet_sitting,35.0,GO,Anápolis
pet_sitting,55.0,RJ,Rio De Janeiro
pet_sitting,60.0,SC,Joinville
pet_sitting,45.0,AM,Manaus
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,35.0,SP,São Bernardo Do Campo
pet_sitting,45.0,SP,Santo_Andre
pet_sitting,55.0,SC,Blumenau
pet_sitting,80.0,MG,Belo Horizonte
pet_sitting,45.0,SP,Campinas
pet_sitting,30.0,SP,Santos
pet_sitting,50.0,RJ,Rio De Janeiro
pet_sitting,70.0,MS,Campo Grande
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,80.0,PR,Curitiba
pet_sitting,80.0,DF,Brasília
pet_sitting,45.0,MG,Belo Horizonte
pet_sitting,70.0,SP,Sao Paulo
pet_sitting,42.0,RS,Porto Alegre
pet_sitting,76.0,PR,São José Dos Pinhais
pet_sitting,47.0,SP,Guarujá
pet_sitting,100.0,SP,Sao Paulo
pet_sitting,134.0,RJ,Rio De Janeiro
pet_sitting,30.0,SC,Florianopolis
pet_sitting,30.0,DF,Brasília
pet_sitting,30.0,MG,Viçosa
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,35.0,MG,Belo Horizonte
pet_sitting,35.0,GO,Goiania
pet_sitting,30.0,SP,Limeira
pet_sitting,30.0,PE,Recife
pet_sitting,65.0,SP,Sao Paulo
boarding,90.0,SP,Osasco
day_care,75.0,CE,Fortaleza
day_care,67.0,SP,Sao Paulo
day_care,50.0,AM,Manaus
boarding,130.0,SP,Sao Paulo
boarding,85.0,SP,Osasco
day_care,100.0,RJ,Rio De Janeiro
day_care,40.0,MG,Belo Horizonte
boarding,80.0,SC,São José
day_care,50.0,PR,Curitiba
boarding,68.0,MG,Belo Horizonte
boarding,50.0,RJ,Rio De Janeiro
day_care,55.0,RJ,Rio De Janeiro
boarding,40.0,SP,São José Dos Campos
boarding,75.0,SP,Sao Paulo
boarding,50.0,RJ,Rio De Janeiro
boarding,60.0,RN,Natal
boarding,90.0,MG,Belo Horizonte
boarding,120.0,SP,Sao Paulo
day_care,75.0,PB,João Pessoa
boarding,85.0,RJ,Rio De Janeiro
day_care,100.0,RJ,Rio De Janeiro
day_care,60.0,SP,Caieiras
day_care,45.0,SP,Campinas
boarding,60.0,MG,Uberlândia
day_care,80.0,RJ,Rio De Janeiro
boarding,85.0,MG,Uberlândia
boarding,60.0,RJ,Rio De Janeiro
boarding,60.0,SP,Diadema
boarding,50.0,PR,Cascavel
day_care,65.0,RJ,Rio De Janeiro
day_care,45.0,MG,Belo Horizonte
boarding,80.0,PE,Recife
boarding,68.0,RJ,Rio De Janeiro
boarding,75.0,RJ,Niteroi
boarding,55.0,GO,Goiania
boarding,40.0,RJ,Rio De Janeiro
day_care,140.0,SP,Sao Paulo
day_care,60.0,MG,Belo Horizonte
day_care,40.0,SP,Osasco
boarding,80.0,SP,Sao Paulo
day_care,35.0,SP,São José Dos Campos
day_care,40.0,RJ,Rio De Janeiro
boarding,70.0,DF,Brasília
boarding,100.0,SP,Cotia
boarding,90.0,SC,Florianopolis
day_care,55.0,SC,Florianopolis
boarding,50.0,RS,Porto Alegre
day_care,100.0,RJ,Rio De Janeiro
day_care,80.0,SC,São José
boarding,135.0,SP,Jundiaí
boarding,100.0,SP,Sao Paulo
day_care,40.0,SP,Sao Paulo
day_care,70.0,PE,Recife
day_care,90.0,SP,Indaiatuba
day_care,40.0,SP,São José Do Rio Preto
day_care,60.0,RJ,Rio De Janeiro
boarding,130.0,SP,Sao Paulo
boarding,40.0,AL,Maceió
boarding,40.0,SP,Santo_Andre
day_care,50.0,SP,Sao Paulo
boarding,150.0,RJ,Rio De Janeiro
boarding,85.0,SP,Sao Paulo
boarding,80.0,SP,Sao Paulo
day_care,70.0,SP,Pindamonhangaba
day_care,80.0,SP,Santo_Andre
boarding,90.0,SP,Sao Paulo
day_care,65.0,SP,Sao Paulo
boarding,60.0,SP,Sao Paulo
boarding,100.0,SP,Santo_Andre
boarding,30.0,SP,Sao Paulo
boarding,80.0,RJ,Rio De Janeiro
day_care,65.0,RJ,Rio De Janeiro
pet_sitting,70.0,RS,Porto Alegre
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,30.0,DF,Brasília
pet_sitting,40.0,SP,Ribeirao Preto
pet_sitting,35.0,PR,Maringá
pet_sitting,30.0,SC,Florianopolis
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,80.0,PB,João Pessoa
pet_sitting,68.0,BA,Salvador
pet_sitting,80.0,PR,Curitiba
pet_sitting,60.0,RJ,Niteroi
pet_sitting,54.0,SP,Sao Paulo
pet_sitting,35.0,BA,Ilhéus
pet_sitting,20.0,SP,Sao Paulo
pet_sitting,25.0,RS,Santa Maria
pet_sitting,40.0,RS,Porto Alegre
pet_sitting,35.0,SP,Sao Paulo
pet_sitting,40.0,SC,Florianopolis
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,67.0,RS,Porto Alegre
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,30.0,RS,Porto Alegre
pet_sitting,50.0,SP,São Bernardo Do Campo
pet_sitting,30.0,DF,Brasília
pet_sitting,35.0,MG,Uberlândia
pet_sitting,50.0,SP,Barueri
pet_sitting,40.0,RJ,Rio De Janeiro
pet_sitting,35.0,DF,Brasília
pet_sitting,60.0,RS,Porto Alegre
pet_sitting,30.0,RS,Porto Alegre
pet_sitting,40.0,RJ,Niteroi
boarding,70.0,SP,Sao Paulo
boarding,110.0,SP,Santana De Parnaíba
pet_sitting,40.0,DF,Brasília
boarding,40.0,SP,Sao Paulo
boarding,75.0,SP,Araçoiaba Da Serra
pet_sitting,35.0,SP,Araçoiaba Da Serra
boarding,85.0,SC,Jaraguá Do Sul
day_care,85.0,SC,Jaraguá Do Sul
boarding,70.0,RJ,Rio De Janeiro
boarding,120.0,SP,Sao Paulo
boarding,100.0,SP,Sao Paulo
boarding,80.0,ES,Vitória
boarding,67.0,RJ,Rio De Janeiro
boarding,60.0,SP,Sao Paulo
pet_sitting,50.0,SP,Sao Paulo
boarding,100.0,SP,Sao Paulo
boarding,40.0,SP,Sao Paulo
day_care,30.0,SP,Sao Paulo
pet_sitting,62.0,SP,Sao Paulo
pet_sitting,30.0,SC,Caçador
day_care,35.0,SC,Caçador
boarding,45.0,SC,Caçador
boarding,65.0,SP,Sao Paulo
day_care,65.0,SP,Sao Paulo
boarding,45.0,PR,Ponta Grossa
pet_sitting,28.0,SP,Botucatu
pet_sitting,40.0,SP,Sao Paulo
day_care,90.0,SP,Sao Paulo
boarding,67.0,RJ,Rio De Janeiro
pet_sitting,35.0,DF,Brasília
boarding,45.0,DF,Brasília
day_care,35.0,DF,Brasília
pet_sitting,50.0,RJ,Rio De Janeiro
boarding,60.0,MG,Uberlândia
day_care,50.0,MG,Uberlândia
pet_sitting,50.0,RS,Rio Grande
boarding,75.0,RJ,Rio De Janeiro
boarding,68.0,SP,Sao Paulo
day_care,55.0,SP,Sao Paulo
boarding,60.0,BA,Salvador
boarding,97.0,SP,Guarujá
day_care,70.0,SP,Guarujá
pet_sitting,50.0,SP,Guarujá
boarding,150.0,SP,Sao Paulo
pet_sitting,80.0,SP,Sao Paulo
boarding,80.0,SP,Sao Paulo
day_care,70.0,SP,Sao Paulo
boarding,140.0,SP,Sao Paulo
day_care,90.0,SP,Sao Paulo
pet_sitting,85.0,SP,Sao Paulo
day_care,75.0,RS,Porto Alegre
pet_sitting,40.0,RJ,Rio De Janeiro
boarding,50.0,MG,São João Del Rei
boarding,95.0,SP,Santo_Andre
pet_sitting,65.0,RS,Canoas
boarding,59.0,RJ,Rio De Janeiro
day_care,44.0,RJ,Rio De Janeiro
boarding,130.0,SC,Itajaí
day_care,100.0,SC,Itajaí
boarding,68.0,SP,Sao Paulo
day_care,65.0,SP,Sao Paulo
boarding,48.0,PA,Ananindeua
day_care,40.0,PA,Ananindeua
pet_sitting,60.0,PA,Ananindeua
pet_sitting,140.0,SP,Sao Paulo
boarding,100.0,SP,Sao Paulo
day_care,75.0,SP,Sao Paulo
boarding,55.0,RJ,Rio De Janeiro
day_care,40.0,RJ,Rio De Janeiro
pet_sitting,65.0,BA,Vitória Da Conquista
boarding,85.0,SP,Sao Paulo
pet_sitting,30.0,DF,Brasília
pet_sitting,50.0,DF,Brasília
pet_sitting,45.0,SP,Sao Paulo
pet_sitting,35.0,DF,Brasília
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,40.0,DF,Brasília
pet_sitting,55.0,RJ,Nova Iguaçu
pet_sitting,68.0,SP,Sao Paulo
boarding,50.0,SP,Sao Paulo
boarding,35.0,DF,Brasília
boarding,50.0,SP,Sao Paulo
boarding,68.0,DF,Brasília
boarding,50.0,DF,Brasília
day_care,40.0,DF,Brasília
boarding,65.0,DF,Brasília
boarding,60.0,SP,Sao Paulo
boarding,65.0,DF,Brasília
boarding,55.0,DF,Brasília
boarding,55.0,SP,Itapevi
day_care,50.0,SP,Itapevi
boarding,60.0,SP,Sao Paulo
boarding,90.0,DF,Brasília
boarding,100.0,SP,Sao Paulo
day_care,70.0,SP,Sao Paulo
boarding,70.0,SP,Sao Paulo
boarding,80.0,RJ,Rio De Janeiro
day_care,60.0,RJ,Rio De Janeiro
boarding,49.0,MG,Juiz De Fora
day_care,39.0,MG,Juiz De Fora
pet_sitting,40.0,RS,Porto Alegre
boarding,60.0,SP,Sorocaba
day_care,60.0,SP,Sorocaba
day_care,45.0,PE,Recife
boarding,60.0,PE,Recife
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,55.0,MA,São José De Ribamar
pet_sitting,55.0,SC,Balneário Camboriú
pet_sitting,130.0,SC,Balneário Camboriú
boarding,55.0,SP,Sao Paulo
boarding,50.0,PE,Recife
boarding,35.0,PR,Paranaguá
day_care,40.0,PR,Paranaguá
boarding,70.0,SC,Balneário Camboriú
day_care,55.0,SC,Balneário Camboriú
boarding,79.0,SP,Sao Paulo
boarding,150.0,SP,Sao Paulo
boarding,170.0,SC,Balneário Camboriú
day_care,150.0,SC,Balneário Camboriú
boarding,90.0,SP,Sao Paulo
pet_sitting,50.0,SC,Joinville
pet_sitting,45.0,SP,Sao Paulo
pet_sitting,60.0,SP,Sao Paulo
boarding,30.0,SP,Sao Paulo
boarding,70.0,GO,Goiania
day_care,50.0,GO,Goiania
boarding,65.0,SP,Sao Paulo
boarding,60.0,SP,Campo Limpo Paulista
pet_sitting,70.0,SP,Campo Limpo Paulista
boarding,65.0,RJ,Rio De Janeiro
day_care,30.0,RJ,Rio De Janeiro
pet_sitting,30.0,RJ,Rio De Janeiro
boarding,70.0,SC,Itajaí
boarding,50.0,DF,Brasília
pet_sitting,60.0,DF,Brasília
day_care,25.0,DF,Brasília
day_care,60.0,SP,Guarulhos
boarding,43.0,MG,Ribeirão Das Neves
pet_sitting,30.0,SP,Sao Paulo
boarding,135.0,SP,Sao Paulo
day_care,95.0,SP,Sao Paulo
